Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g),Meal Time
Chicken Fried Rice,potatoe cheese Balls,Chicken Fried Rice with potatoe cheese Balls,"Rice,  Chicken,  onion,  Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 30.0, 60.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLG002,  SLB006,  SLK018",1909,60.56,140.65,97.46,24.72,1593.88,129.02,571.21,3.97,1379.84,994.25,301.31,1373.62,1421,1840.09,1433.94,1537.06,1.24,80.1,Lunch/Dinner
Chicken Fried Rice,Vegetable Balls,Chicken Fried Rice with Vegetable Balls,"Rice,  Chicken,  onion,  Spices, curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018",1559,41.66,112.83,90.83,29.11,2635.88,130.2,589.51,4.19,764.49,471.88,313.01,121.4,1671,1924.84,1455.3,1791.06,4.47,81.32,Lunch/Dinner
Chicken Fried Rice,Ginger Chicken,Chicken Fried Rice with Ginger Chicken,"Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002",1624,45.32,113.95,100.47,33.56,1449.06,137.35,623.05,4.56,777.78,544.41,398.15,84.29,2201,2194.09,1541.19,2332.06,3.55,85.85,Lunch/Dinner
Egg Fried Rice,Chicken Curry,Egg Fried Rice with Chicken Curry,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 30.0, 10.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006",1699,53.95,125.38,85.79,24.72,1603.88,133.48,635.21,6.07,786.98,636.25,312.35,226.62,1538,5632.09,6494.94,3200.06,1.24,80.1,Lunch/Dinner
Egg Fried Rice,Wambatu Moju,Egg Fried Rice with Wambatu Moju,"Rice,  Egg,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause","100.0, 30.0, 10.0, 5.5, 3.0, 2.5, 20.0, 5.0, 10.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084",1523,30.81,116.14,85.79,24.72,1597,133.48,603.56,5.84,771.92,459.25,292.17,196.2,1236,4854.09,5510.94,2845.06,1.24,80.1,Lunch/Dinner
Egg Fried Rice,Chicken Curry,Egg Fried Rice with Chicken Curry,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Coconut milk","100.0, 30.0, 10.0, 15.0, 3.0, 2.5, 40.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006",1699,53.95,125.38,85.79,24.72,1603.88,133.48,635.21,6.07,786.98,636.25,312.35,226.62,1538,5632.09,6494.94,3200.06,1.24,80.1,Lunch/Dinner
Egg Fried Rice,Devilled Chicken,Egg Fried Rice with Devilled Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006",1699,53.95,125.38,85.79,24.72,1603.88,133.48,635.21,6.07,786.98,636.25,312.35,226.62,1538,5632.09,6494.94,3200.06,1.24,80.1,Lunch/Dinner
Egg Fried Rice,Devilled Fish,Egg Fried Rice with Devilled Fish,"Rice,  Egg,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 10.0, 5.0, 0.25","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLF006",1523,30.81,116.14,85.79,24.72,1597,133.48,603.56,5.84,771.92,459.25,292.17,196.2,1236,4854.09,5510.94,2845.06,1.24,80.1,Lunch/Dinner
Egg Fried Rice,Ala Badun,Egg Fried Rice with Ala Badun,"Rice,  Egg,  onion,  Spices, curry leaves, Potato,  Oil,  Salt, onion","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 40.0, 30.0, 30.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002",2494,32.48,216.39,100.88,26.44,1597,133.67,606.06,5.89,781.75,517.22,316.01,200.28,1777,4991.41,5533.52,2985.33,1.58,91.48,Lunch/Dinner
Egg Fried Rice,Cashew Curry,Egg Fried Rice with Cashew Curry,"Rice,  Egg,  onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002",2142,51.56,162.06,116.18,33.2,1635.16,141.55,628.91,7.63,826.17,1056.08,601.08,208.08,2260,12637.09,33728.08,10625.06,5.37,102.13,Lunch/Dinner
Egg Fried Rice,Ginger Chicken,Egg Fried Rice with Ginger Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002",1794,58.46,126.95,100.47,33.56,1657.06,141.81,687.05,6.66,827.92,742.41,409.19,241.29,2318,5986.09,6602.19,3995.06,3.55,85.85,Lunch/Dinner
Egg Fried Rice,Fish Cutlets,Egg Fried Rice with Fish Cutlets,"Rice,  Egg,  onion,  Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 30.0, 50.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLF034,  SLB006,  SLK002",1627,48.69,119.52,85.79,24.72,1611.42,133.48,604.46,7.51,815.3,670.25,323.06,282.02,1555,6558.09,6334.94,3355.06,1.24,80.1,Lunch/Dinner
Egg Fried Rice,Vegetable Cutlets,Egg Fried Rice with Vegetable Cutlets,"Rice,  Egg,  onion,  Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 30.0, 40.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLB002,  SLB006,  SLK002",1553,31.66,116.59,90.83,29.11,2837,134.66,621.86,6.06,799.57,492.88,303.87,247.98,1486,4938.84,5532.3,3099.06,4.47,81.32,Lunch/Dinner
Egg Fried Rice,Tapioca Chips,Egg Fried Rice with Tapioca Chips,"Rice,  Egg,  onion,  Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 20.0, 10.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002",1601,31.73,116.33,103.37,29.47,1597,133.61,603.56,6.01,791.7,504.15,315.9,206.95,1512,4912.58,5520.82,2928.68,3.43,95.34,Lunch/Dinner
Egg Fried Rice,potatoe cheese Balls,Egg Fried Rice with potatoe cheese Balls,"Rice,  Egg,  onion,  Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 30.0, 60.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLG002,  SLB006,  SLK018",1903,50.56,144.41,97.46,24.72,1795,133.48,603.56,5.84,1414.92,1015.25,292.17,1500.2,1236,4854.09,5510.94,2845.06,1.24,80.1,Lunch/Dinner
Egg Fried Rice,Vegetable Balls,Egg Fried Rice with Vegetable Balls,"Rice,  Egg,  onion,  Spices, curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 30.0, 50.0, 10.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018",1553,31.66,116.59,90.83,29.11,2837,134.66,621.86,6.06,799.57,492.88,303.87,247.98,1486,4938.84,5532.3,3099.06,4.47,81.32,Lunch/Dinner
Egg Fried Rice,Ginger Chicken,Egg Fried Rice with Ginger Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 50.0, 25.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002",1794,58.46,126.95,100.47,33.56,1657.06,141.81,687.05,6.66,827.92,742.41,409.19,241.29,2318,5986.09,6602.19,3995.06,3.55,85.85,Lunch/Dinner
Seafood Fried Rice,Chicken Curry,Seafood Fried Rice with Chicken Curry,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Coconut milk,  Spices","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 40.0, 10.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006",1529,40.81,112.38,85.79,24.72,1395.88,129.02,571.21,3.97,736.84,438.25,301.31,69.62,1421,1840.09,1433.94,1537.06,1.24,80.1,Lunch/Dinner
Seafood Fried Rice,Chicken Curry,Seafood Fried Rice with Chicken Curry,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Coconut milk,  Spices","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 40.0, 10.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006",1529,40.81,112.38,85.79,24.72,1395.88,129.02,571.21,3.97,736.84,438.25,301.31,69.62,1421,1840.09,1433.94,1537.06,1.24,80.1,Lunch/Dinner
Seafood Fried Rice,Devilled Chicken,Seafood Fried Rice with Devilled Chicken,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 10.0, 5.0, 0.25","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006",1529,40.81,112.38,85.79,24.72,1395.88,129.02,571.21,3.97,736.84,438.25,301.31,69.62,1421,1840.09,1433.94,1537.06,1.24,80.1,Lunch/Dinner
Seafood Fried Rice,Devilled Fish,Seafood Fried Rice with Devilled Fish,"Rice,  Seafood,  Oninon, Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 10.0, 5.0, 0.25","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009",1353,17.67,103.14,85.79,24.72,1389,129.02,539.56,3.74,721.78,261.25,281.13,39.2,1119,1062.09,449.94,1182.06,1.24,80.1,Lunch/Dinner
Seafood Fried Rice,Ala Badun,Seafood Fried Rice with Ala Badun,"Rice,  Seafood,  Oninon, Spices, curry leaves, Potato,  Oil,  Salt, onion","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 40.0, 30.0, 30.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002",2324,19.34,203.39,100.88,26.44,1389,129.21,542.06,3.79,731.61,319.22,304.97,43.28,1660,1199.41,472.52,1322.33,1.58,91.48,Lunch/Dinner
Seafood Fried Rice,Cashew Curry,Seafood Fried Rice with Cashew Curry,"Rice,  Seafood,  Oninon, Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002",1972,38.42,149.06,116.18,33.2,1427.16,137.09,564.91,5.53,776.03,858.08,590.04,51.08,2143,8845.09,28667.08,8962.06,5.37,102.13,Lunch/Dinner
Seafood Fried Rice,Octopus Curry,Seafood Fried Rice with Octopus Curry,"Rice,  Seafood,  Oninon, Spices, curry leaves, Octopus,  Coconut milk,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLF042,  SLI005, SLK002",1471,34.66,105.02,91.04,28.96,1455.16,134.94,563.68,4.64,764.13,452.08,368.96,272.14,1679,1517.09,556.03,2007.06,2.24,82.02,Lunch/Dinner
Seafood Fried Rice,Ginger Chicken,Seafood Fried Rice with Ginger Chicken,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002",1624,45.32,113.95,100.47,33.56,1449.06,137.35,623.05,4.56,777.78,544.41,398.15,84.29,2201,2194.09,1541.19,2332.06,3.55,85.85,Lunch/Dinner
Seafood Fried Rice,Fish Cutlets,Seafood Fried Rice with Fish Cutlets,"Rice,  Seafood,  Oninon, Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 30.0, 50.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLF034,  SLB006,  SLK002",1457,35.55,106.52,85.79,24.72,1403.42,129.02,540.46,5.41,765.16,472.25,312.02,125.02,1438,2766.09,1273.94,1692.06,1.24,80.1,Lunch/Dinner
Seafood Fried Rice,Vegetable Cutlets,Seafood Fried Rice with Vegetable Cutlets,"Rice,  Seafood,  Oninon, Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 30.0, 40.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLB002,  SLB006,  SLK002",1383,18.52,103.59,90.83,29.11,2629,130.2,557.86,3.96,749.43,294.88,292.83,90.98,1369,1146.84,471.3,1436.06,4.47,81.32,Lunch/Dinner
Seafood Fried Rice,Tapioca Chips,Seafood Fried Rice with Tapioca Chips,"Rice,  Seafood,  Oninon, Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 20.0, 10.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002",1431,18.59,103.33,103.37,29.47,1389,129.15,539.56,3.91,741.56,306.15,304.86,49.95,1395,1120.58,459.82,1265.68,3.43,95.34,Lunch/Dinner
Seafood Fried Rice,potatoe cheese Balls,Seafood Fried Rice with potatoe cheese Balls,"Rice,  Seafood,  Oninon, Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 30.0, 60.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLG002,  SLB006,  SLK018",1733,37.42,131.41,97.46,24.72,1587,129.02,539.56,3.74,1364.78,817.25,281.13,1343.2,1119,1062.09,449.94,1182.06,1.24,80.1,Lunch/Dinner
Seafood Fried Rice,Vegetable Balls,Seafood Fried Rice with Vegetable Balls,"Rice,  Seafood,  Oninon, Spices, curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 30.0, 50.0, 10.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018",1383,18.52,103.59,90.83,29.11,2629,130.2,557.86,3.96,749.43,294.88,292.83,90.98,1369,1146.84,471.3,1436.06,4.47,81.32,Lunch/Dinner
Seafood Fried Rice,Ginger Chicken,Seafood Fried Rice with Ginger Chicken,"Rice,  Seafood,  Oninon, Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0","SLA008, SLF006, , SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002",1624,45.32,113.95,100.47,33.56,1449.06,137.35,623.05,4.56,777.78,544.41,398.15,84.29,2201,2194.09,1541.19,2332.06,3.55,85.85,Lunch/Dinner
Vegetable Kottu,Chicken Curry,Vegetable Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI006, SLK004",1001.7,23.492,76.979,52.675,2.093,5.159,3.969,22.82,0.203,29.288,198.1,43.386,22.694,414.4,675.626,730.541,497.189,1.281,49.784,Dinner
Vegetable Kottu,Chicken Curry,Vegetable Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI006, SLK004",1001.7,23.492,76.979,52.675,2.093,5.159,3.969,22.82,0.203,29.288,198.1,43.386,22.694,414.4,675.626,730.541,497.189,1.281,49.784,Dinner
Vegetable Kottu,Devilled Chicken,Vegetable Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI006, SLK004, SLD060",1020.6,24.899,77.161,55.034,5.789,5.159,6.783,211.12,1.435,53.935,221.767,95.851,34.909,667.8,741.433,734.377,567.042,1.617,50.554,Dinner
Vegetable Kottu,Devilled Fish,Vegetable Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLK002, SLF006, SLI006, SLK004, SLD060",897.4,8.701,70.693,55.034,5.789,0.343,6.783,188.965,1.274,43.393,97.867,81.725,13.615,456.4,196.833,45.577,318.542,1.617,50.554,Dinner
Vegetable Kottu,Ginger Chicken,Vegetable Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK012, SLK002",438.2,26.649,8.078,62.951,8.281,42.385,9.8,59.108,0.616,57.946,272.412,111.174,32.963,960.4,859.67,800.275,1052.8,2.898,53.809,Dinner
Vegetable Kottu,Ginger Chicken,Vegetable Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK012, SLK002",438.2,26.649,8.078,62.951,8.281,42.385,9.8,59.108,0.616,57.946,272.412,111.174,32.963,960.4,859.67,800.275,1052.8,2.898,53.809,Dinner
Chicken Kottu,Chicken Curry,Chicken Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI006, SLK004",1001.7,23.492,76.979,52.675,2.093,5.159,3.969,22.82,0.203,29.288,198.1,43.386,22.694,414.4,675.626,730.541,497.189,1.281,49.784,Dinner
Chicken Kottu,Chicken Curry,Chicken Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI006, SLK004",1001.7,23.492,76.979,52.675,2.093,5.159,3.969,22.82,0.203,29.288,198.1,43.386,22.694,414.4,675.626,730.541,497.189,1.281,49.784,Dinner
Chicken Kottu,Devilled Chicken,Chicken Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI006, SLK004, SLD060",1020.6,24.899,77.161,55.034,5.789,5.159,6.783,211.12,1.435,53.935,221.767,95.851,34.909,667.8,741.433,734.377,567.042,1.617,50.554,Dinner
Chicken Kottu,Devilled Fish,Chicken Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLF006, SLI006, SLK004, SLD060",897.4,8.701,70.693,55.034,5.789,0.343,6.783,188.965,1.274,43.393,97.867,81.725,13.615,456.4,196.833,45.577,318.542,1.617,50.554,Dinner
Chicken Kottu,Ginger Chicken,Chicken Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLK012, SLK002",438.2,26.649,8.078,62.951,8.281,42.385,9.8,59.108,0.616,57.946,272.412,111.174,32.963,960.4,859.67,800.275,1052.8,2.898,53.809,Dinner
Chicken Kottu,Ginger Chicken,Chicken Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLK012, SLK002",438.2,26.649,8.078,62.951,8.281,42.385,9.8,59.108,0.616,57.946,272.412,111.174,32.963,960.4,859.67,800.275,1052.8,2.898,53.809,Dinner
Fish Kottu,Chicken Curry,Fish Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLI006, SLK004",1029,25.088,77.511,56.35,5.061,31.871,6.972,39.116,0.371,43.463,239.981,69.223,24.752,679.7,766.626,755.839,806.589,1.981,51.128,Dinner
Fish Kottu,Chicken Curry,Fish Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLI006, SLK004",1029,25.088,77.511,56.35,5.061,31.871,6.972,39.116,0.371,43.463,239.981,69.223,24.752,679.7,766.626,755.839,806.589,1.981,51.128,Dinner
Fish Kottu,Devilled Chicken,Fish Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLI006, SLK004, SLD060",1047.9,26.495,77.693,58.709,8.757,31.871,9.786,227.416,1.603,68.11,263.648,121.688,36.967,933.1,832.433,759.675,876.442,2.317,51.898,Dinner
Fish Kottu,Devilled Fish,Fish Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Fish,  Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLF006, SLI006, SLK004, SLD060",924.7,10.297,71.225,58.709,8.757,27.055,9.786,205.261,1.442,57.568,139.748,107.562,15.673,721.7,287.833,70.875,627.942,2.317,51.898,Dinner
Fish Kottu,Ginger Chicken,Fish Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLK012",438.2,26.649,8.078,62.951,8.281,42.385,9.8,59.108,0.616,57.946,272.412,111.174,32.963,960.4,859.67,800.275,1052.8,2.898,53.809,Dinner
Fish Kottu,Ginger Chicken,Fish Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLK012",438.2,26.649,8.078,62.951,8.281,42.385,9.8,59.108,0.616,57.946,272.412,111.174,32.963,960.4,859.67,800.275,1052.8,2.898,53.809,Dinner
Egg Kottu,Chicken Curry,Egg Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLI006, SLK004",1001.7,23.492,76.979,52.675,2.093,5.159,3.969,22.82,0.203,29.288,198.1,43.386,22.694,414.4,675.626,730.541,497.189,1.281,49.784,Dinner
Egg Kottu,Chicken Curry,Egg Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLI006, SLK004",1001.7,23.492,76.979,52.675,2.093,5.159,3.969,22.82,0.203,29.288,198.1,43.386,22.694,414.4,675.626,730.541,497.189,1.281,49.784,Dinner
Egg Kottu,Devilled Chicken,Egg Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLI006, SLK004, SLD060",1020.6,24.899,77.161,55.034,5.789,5.159,6.783,211.12,1.435,53.935,221.767,95.851,34.909,667.8,741.433,734.377,567.042,1.617,50.554,Dinner
Egg Kottu,Devilled Fish,Egg Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Egg,  Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLF006, SLI006, SLK004, SLD060",897.4,8.701,70.693,55.034,5.789,0.343,6.783,188.965,1.274,43.393,97.867,81.725,13.615,456.4,196.833,45.577,318.542,1.617,50.554,Dinner
Egg Kottu,Ginger Chicken,Egg Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLK012, SLK002",438.2,26.649,8.078,62.951,8.281,42.385,9.8,59.108,0.616,57.946,272.412,111.174,32.963,960.4,859.67,800.275,1052.8,2.898,53.809,Dinner
